,Date,Price,Open,High,Low,Vol,Change%
392,10/07/2002,181.71,181.71,181.71,181.71,0.12K,-0.43%
393,10/08/2002,180.02,180.02,180.02,180.02,0.14K,-0.93%
394,10/09/2002,178.85,178.85,178.85,178.85,0.13K,-0.65%
395,10/10/2002,179.10,179.10,179.10,179.10,0.54K,0.14%
396,10/11/2002,179.33,179.33,179.33,179.33,0.04K,0.13%
397,10/14/2002,180.10,180.10,180.10,180.10,0.11K,0.43%
398,10/15/2002,180.63,180.63,180.63,180.63,0.13K,0.29%
399,10/16/2002,180.13,180.13,180.13,180.13,0.07K,-0.28%
400,10/17/2002,179.66,179.66,179.66,179.66,0.09K,-0.26%
401,10/18/2002,178.64,178.64,178.64,178.64,0.16K,-0.57%
402,10/21/2002,178.66,178.66,178.66,178.66,0.09K,0.01%
403,10/22/2002,179.39,179.39,179.39,179.39,0.10K,0.41%
404,10/23/2002,179.10,179.10,179.10,179.10,0.07K,-0.16%
405,10/24/2002,178.94,178.94,178.94,178.94,0.09K,-0.09%
406,10/25/2002,178.81,178.81,178.81,178.81,0.07K,-0.07%
407,10/28/2002,178.80,178.80,178.80,178.80,0.11K,-0.01%
408,10/29/2002,177.92,177.92,177.92,177.92,0.10K,-0.49%
409,10/30/2002,177.61,177.61,177.61,177.61,0.06K,-0.17%
410,10/31/2002,177.61,177.61,177.61,177.61,0.05K,0.00%
411,11/01/2002,177.35,177.35,177.35,177.35,0.08K,-0.15%
412,11/04/2002,176.57,176.57,176.57,176.57,0.39K,-0.44%
413,11/05/2002,175.02,175.02,175.02,175.02,0.29K,-0.88%
414,11/06/2002,174.84,174.84,174.84,174.84,0.06K,-0.10%
415,11/07/2002,174.62,174.62,174.62,174.62,0.10K,-0.13%
416,11/08/2002,174.88,174.88,174.88,174.88,0.07K,0.15%
417,11/11/2002,175.19,175.19,175.19,175.19,0.06K,0.18%
418,11/12/2002,175.27,175.27,175.27,175.27,0.06K,0.05%
419,11/13/2002,175.63,175.63,175.63,175.63,0.07K,0.21%
420,11/14/2002,175.42,175.42,175.42,175.42,0.09K,-0.12%
421,11/15/2002,175.77,175.77,175.77,175.77,0.09K,0.20%
422,11/18/2002,175.73,175.73,175.73,175.73,0.08K,-0.02%
423,11/19/2002,175.54,175.54,175.54,175.54,0.07K,-0.11%
424,11/20/2002,176.08,176.08,176.08,176.08,0.05K,0.31%
425,11/21/2002,176.47,176.47,176.47,176.47,0.10K,0.22%
426,11/22/2002,175.24,175.24,175.24,175.24,0.06K,-0.70%
427,11/25/2002,176.47,176.47,176.47,176.47,0.06K,0.70%
428,11/26/2002,176.50,176.50,176.50,176.50,0.10K,0.02%
429,11/27/2002,176.44,176.44,176.44,176.44,0.08K,-0.03%
430,11/28/2002,177.25,177.25,177.25,177.25,0.09K,0.46%
431,11/29/2002,177.87,177.87,177.87,177.87,0.11K,0.35%
432,12/02/2002,179.27,179.27,179.27,179.27,0.24K,0.79%
433,12/03/2002,183.56,183.56,183.56,183.56,0.09K,2.39%
434,12/04/2002,187.21,187.21,187.21,187.21,0.19K,1.99%
435,12/05/2002,186.83,186.83,186.83,186.83,0.24K,-0.20%
436,12/06/2002,184.55,184.55,184.55,184.55,0.28K,-1.22%
437,12/09/2002,183.62,183.62,183.62,183.62,0.13K,-0.50%
438,12/10/2002,184.75,184.75,184.75,184.75,0.07K,0.62%
439,12/11/2002,184.34,184.34,184.34,184.34,0.10K,-0.22%
440,12/12/2002,183.69,183.69,183.69,183.69,0.07K,-0.35%
441,12/13/2002,184.15,184.15,184.15,184.15,0.10K,0.25%
442,12/16/2002,184.74,184.74,184.74,184.74,0.11K,0.32%
443,12/17/2002,185.37,185.37,185.37,185.37,0.21K,0.34%
444,12/18/2002,185.96,185.96,185.96,185.96,0.17K,0.32%
445,12/19/2002,186.18,186.18,186.18,186.18,0.14K,0.12%
446,12/20/2002,184.94,184.94,184.94,184.94,0.12K,-0.67%
447,12/23/2002,184.23,184.23,184.23,184.23,0.15K,-0.38%
448,12/24/2002,184.18,184.18,184.18,184.18,0.15K,-0.03%
449,12/25/2002,184.14,184.14,184.14,184.14,0.11K,-0.02%
450,12/26/2002,183.78,183.78,183.78,183.78,0.11K,-0.20%
451,12/27/2002,183.05,183.05,183.05,183.05,0.08K,-0.40%
452,12/30/2002,182.65,182.65,182.65,182.65,0.12K,-0.22%
453,12/31/2002,183.33,183.33,183.33,183.33,0.07K,0.37%
454,01/02/2003,183.41,183.41,183.41,183.41,0.03K,0.04%
455,01/03/2003,182.39,182.39,182.39,182.39,0.06K,-0.56%
456,01/06/2003,181.76,181.76,181.76,181.76,0.05K,-0.35%
457,01/07/2003,180.63,180.63,180.63,180.63,0.08K,-0.62%
458,01/08/2003,179.79,179.79,179.79,179.79,0.04K,-0.47%
459,01/09/2003,178.93,178.93,178.93,178.93,0.06K,-0.48%
460,01/10/2003,178.67,178.67,178.67,178.67,0.06K,-0.15%
461,01/13/2003,178.03,178.03,178.03,178.03,0.08K,-0.36%
462,01/14/2003,177.31,177.31,177.31,177.31,0.04K,-0.40%
463,01/15/2003,176.43,176.43,176.43,176.43,0.07K,-0.50%
464,01/16/2003,173.11,173.11,173.11,173.11,0.19K,-1.88%
465,01/17/2003,173.05,173.05,173.05,173.05,0.06K,-0.03%
466,01/20/2003,171.40,171.40,171.40,171.40,0.07K,-0.95%
467,01/21/2003,171.36,171.36,171.36,171.36,0.07K,-0.02%
468,01/22/2003,170.55,170.55,170.55,170.55,0.09K,-0.47%
469,01/23/2003,172.03,172.03,172.03,172.03,0.09K,0.87%
470,01/24/2003,172.66,172.66,172.66,172.66,0.07K,0.37%
471,01/27/2003,172.30,172.30,172.30,172.30,0.32K,-0.21%
472,01/28/2003,172.38,172.38,172.38,172.38,0.11K,0.05%
473,01/29/2003,172.38,172.38,172.38,172.38,,0.00%
474,01/30/2003,172.38,172.38,172.38,172.38,,0.00%
475,02/06/2003,172.38,172.38,172.38,172.38,,0.00%
476,02/07/2003,172.38,172.38,172.38,172.38,,0.00%
477,02/10/2003,170.94,170.94,170.94,170.94,0.10K,-0.84%
478,02/11/2003,167.59,167.59,167.59,167.59,0.14K,-1.96%
479,02/12/2003,163.91,163.91,163.91,163.91,0.20K,-2.20%
480,02/13/2003,167.07,167.07,167.07,167.07,0.10K,1.93%
481,02/14/2003,168.73,168.73,168.73,168.73,0.09K,0.99%
482,02/17/2003,168.49,168.49,168.49,168.49,0.08K,-0.14%
483,02/18/2003,167.23,167.23,167.23,167.23,0.07K,-0.75%
484,02/19/2003,166.31,166.31,166.31,166.31,0.11K,-0.55%
485,02/20/2003,165.99,165.99,165.99,165.99,0.08K,-0.19%
486,02/21/2003,164.62,164.62,164.62,164.62,0.10K,-0.83%
487,02/24/2003,165.48,165.48,165.48,165.48,0.09K,0.52%
488,02/25/2003,165.29,165.29,165.29,165.29,0.10K,-0.11%
489,02/26/2003,164.71,164.71,164.71,164.71,0.05K,-0.35%
490,02/27/2003,164.69,164.69,164.69,164.69,0.07K,-0.01%
491,02/28/2003,164.61,164.61,164.61,164.61,0.08K,-0.05%
492,03/03/2003,165.58,165.58,165.58,165.58,0.10K,0.59%
493,03/04/2003,164.91,164.91,164.91,164.91,0.10K,-0.40%
494,03/05/2003,164.34,164.34,164.34,164.34,0.10K,-0.35%
495,03/06/2003,164.28,164.28,164.28,164.28,0.13K,-0.04%
496,03/07/2003,164.02,164.02,164.02,164.02,0.08K,-0.16%
497,03/10/2003,163.57,163.57,163.57,163.57,0.08K,-0.27%
498,03/11/2003,162.86,162.86,162.86,162.86,0.08K,-0.43%
499,03/12/2003,162.11,162.11,162.11,162.11,0.15K,-0.46%
500,03/13/2003,161.63,161.63,161.63,161.63,0.14K,-0.30%
501,03/14/2003,161.30,161.30,161.30,161.30,0.07K,-0.20%
502,03/17/2003,160.70,160.70,160.70,160.70,0.09K,-0.37%
503,03/18/2003,157.83,157.83,157.83,157.83,0.09K,-1.79%
504,03/19/2003,157.95,157.95,157.95,157.95,0.08K,0.08%
505,03/20/2003,156.14,156.14,156.14,156.14,0.09K,-1.15%
506,03/21/2003,155.24,155.24,155.24,155.24,0.18K,-0.58%
507,03/24/2003,153.94,153.94,153.94,153.94,0.12K,-0.84%
508,03/25/2003,153.07,153.07,153.07,153.07,0.30K,-0.57%
509,03/26/2003,152.36,152.36,152.36,152.36,0.14K,-0.46%
510,03/27/2003,151.96,151.96,151.96,151.96,0.12K,-0.26%
511,03/28/2003,150.53,150.53,150.53,150.53,0.15K,-0.94%
512,03/31/2003,145.41,145.41,145.41,145.41,0.12K,-3.40%
513,04/01/2003,139.64,139.64,139.64,139.64,0.23K,-3.97%
514,04/02/2003,144.93,144.93,144.93,144.93,0.24K,3.79%
515,04/03/2003,149.18,149.18,149.18,149.18,0.25K,2.93%
516,04/04/2003,150.22,150.22,150.22,150.22,0.27K,0.70%
517,04/07/2003,149.39,149.39,149.39,149.39,0.12K,-0.55%
518,04/08/2003,147.14,147.14,147.14,147.14,0.10K,-1.51%
519,04/09/2003,146.49,146.49,146.49,146.49,0.09K,-0.44%
520,04/10/2003,147.66,147.66,147.66,147.66,0.17K,0.80%
521,04/11/2003,149.27,149.27,149.27,149.27,0.13K,1.09%
522,04/14/2003,149.02,149.02,149.02,149.02,0.11K,-0.17%
523,04/15/2003,148.69,148.69,148.69,148.69,0.11K,-0.22%
524,04/16/2003,148.78,148.78,148.78,148.78,0.13K,0.06%
525,04/17/2003,150.67,150.67,150.67,150.67,0.23K,1.27%
526,04/18/2003,152.17,152.17,152.17,152.17,0.11K,1.00%
527,04/21/2003,151.97,151.97,151.97,151.97,0.19K,-0.13%
528,04/22/2003,151.96,151.96,151.96,151.96,0.38K,-0.01%
529,04/23/2003,152.58,152.58,152.58,152.58,0.11K,0.41%
530,04/24/2003,152.98,152.98,152.98,152.98,0.10K,0.26%
531,04/25/2003,152.96,152.96,152.96,152.96,0.18K,-0.01%
532,04/28/2003,152.75,152.75,152.75,152.75,0.13K,-0.14%
533,04/29/2003,152.54,152.54,152.54,152.54,0.10K,-0.14%
534,05/05/2003,152.21,152.21,152.21,152.21,0.32K,-0.22%
535,05/06/2003,153.29,153.29,153.29,153.29,0.11K,0.71%
536,05/07/2003,154.82,154.82,154.82,154.82,0.18K,1.00%
537,05/08/2003,155.92,155.92,155.92,155.92,0.17K,0.71%
538,05/09/2003,156.57,156.57,156.57,156.57,0.14K,0.42%
539,05/12/2003,157.89,157.89,157.89,157.89,0.18K,0.84%
540,05/13/2003,158.54,158.54,158.54,158.54,0.18K,0.41%
541,05/14/2003,157.40,157.40,157.40,157.40,0.21K,-0.72%
542,05/15/2003,155.67,155.67,155.67,155.67,0.19K,-1.10%
543,05/16/2003,155.80,155.80,155.80,155.80,0.22K,0.08%
544,05/19/2003,154.18,154.18,154.18,154.18,0.12K,-1.04%
545,05/20/2003,154.18,153.90,154.18,153.90,0.10K,0.00%
546,05/21/2003,153.36,154.40,154.40,153.36,0.09K,-0.53%
547,05/22/2003,153.18,152.92,153.18,152.92,0.12K,-0.12%
548,05/23/2003,152.92,153.32,153.32,152.92,0.12K,-0.17%
549,05/26/2003,152.78,153.33,153.33,152.78,0.13K,-0.09%
550,05/27/2003,152.56,152.81,152.81,152.56,0.14K,-0.14%
551,05/28/2003,152.74,153.04,153.04,152.74,0.11K,0.12%
552,05/29/2003,152.32,152.74,152.74,152.32,0.14K,-0.27%
553,05/30/2003,152.24,152.48,152.48,152.24,0.13K,-0.05%
554,06/02/2003,151.66,151.45,151.66,151.45,0.11K,-0.38%
555,06/03/2003,151.60,151.69,151.69,151.60,0.11K,-0.04%
556,06/04/2003,151.61,151.63,151.63,151.61,0.04K,0.01%
557,06/05/2003,151.69,150.79,151.69,150.79,0.08K,0.05%
558,06/06/2003,151.82,151.47,151.82,151.47,0.12K,0.09%
559,06/09/2003,152.35,152.49,152.49,152.35,0.09K,0.35%
560,06/10/2003,152.23,152.20,152.23,152.20,0.13K,-0.08%
561,06/11/2003,152.25,152.21,152.25,152.21,0.13K,0.01%
562,06/12/2003,152.40,152.43,152.43,152.40,0.09K,0.10%
563,06/13/2003,152.20,152.59,152.59,152.20,0.07K,-0.13%
564,06/16/2003,151.97,151.99,151.99,151.97,0.31K,-0.15%
565,06/17/2003,151.67,151.87,151.87,151.67,0.20K,-0.20%
566,06/18/2003,151.73,151.62,151.73,151.62,0.15K,0.04%
567,06/19/2003,152.02,151.97,152.02,151.97,0.11K,0.19%
568,06/20/2003,152.43,152.43,152.43,152.43,0.13K,0.27%
569,06/23/2003,151.59,152.24,152.24,151.59,0.17K,-0.55%
570,06/24/2003,152.01,151.80,152.01,151.80,0.04K,0.28%
571,06/25/2003,152.64,152.21,152.64,152.21,0.04K,0.41%
572,06/26/2003,151.88,152.40,152.40,151.88,0.12K,-0.50%
573,06/27/2003,152.00,152.17,152.17,152.00,0.08K,0.08%
574,06/30/2003,152.27,151.71,152.27,151.71,0.67K,0.18%
575,07/01/2003,152.62,152.29,152.62,152.29,0.10K,0.23%
576,07/02/2003,151.68,154.14,154.14,151.68,0.25K,-0.62%
577,07/03/2003,151.84,151.56,151.84,151.56,0.06K,0.11%
578,07/04/2003,152.18,152.15,152.18,152.15,0.04K,0.22%
579,07/07/2003,152.18,152.08,152.18,152.08,0.11K,0.00%
580,07/08/2003,152.26,151.84,152.26,151.84,0.06K,0.05%
581,07/09/2003,151.10,152.22,152.22,151.10,0.06K,-0.76%
582,07/10/2003,151.20,151.33,151.33,151.20,0.06K,0.07%
583,07/11/2003,151.22,151.66,151.66,151.22,0.04K,0.01%
584,07/14/2003,150.81,151.48,151.48,150.81,0.03K,-0.27%
585,07/15/2003,150.59,150.60,150.60,150.59,0.09K,-0.15%
586,07/16/2003,150.68,150.76,150.76,150.68,0.05K,0.06%
587,07/17/2003,150.27,150.65,150.65,150.27,0.05K,-0.27%
588,07/18/2003,150.34,150.75,150.75,150.34,0.05K,0.05%
589,07/21/2003,149.93,150.12,150.12,149.93,0.04K,-0.27%
590,07/22/2003,149.20,149.74,149.74,149.20,0.05K,-0.49%
591,07/23/2003,149.63,149.28,149.63,149.28,0.04K,0.29%
592,07/24/2003,149.87,150.07,150.07,149.87,0.02K,0.16%
593,07/25/2003,149.29,149.92,149.92,149.29,0.02K,-0.39%
594,07/28/2003,148.80,148.78,148.80,148.78,0.05K,-0.33%
595,07/29/2003,148.02,148.69,148.69,148.02,0.54K,-0.52%
596,07/30/2003,147.27,147.91,147.91,147.27,0.08K,-0.51%
597,07/31/2003,146.32,147.13,147.13,146.32,0.73K,-0.65%
598,08/01/2003,144.89,144.99,144.99,144.89,0.05K,-0.98%
599,08/04/2003,143.89,144.55,144.55,143.89,0.12K,-0.69%
600,08/05/2003,143.43,143.20,143.43,143.20,0.56K,-0.32%
601,08/06/2003,142.66,143.17,143.17,142.66,0.05K,-0.54%
602,08/07/2003,142.12,142.16,142.16,142.12,0.13K,-0.38%
603,08/08/2003,140.96,141.55,141.55,140.96,0.08K,-0.82%
604,08/11/2003,141.66,141.26,141.66,141.26,0.05K,0.50%
605,08/12/2003,141.90,141.80,141.90,141.80,0.07K,0.17%
606,08/13/2003,141.89,140.99,141.89,140.99,0.09K,-0.01%
607,08/14/2003,142.73,141.93,142.73,141.93,0.05K,0.59%
608,08/15/2003,142.90,143.49,143.49,142.90,0.09K,0.12%
609,08/18/2003,143.00,143.25,143.25,143.00,0.13K,0.07%
610,08/19/2003,142.87,142.90,142.90,142.87,0.04K,-0.09%
611,08/20/2003,142.25,142.63,142.63,142.25,0.06K,-0.43%
612,08/21/2003,142.46,142.16,142.46,142.16,0.06K,0.15%
613,08/22/2003,142.10,142.56,142.56,142.10,0.08K,-0.25%
614,08/25/2003,142.26,142.01,142.26,142.01,0.94K,0.11%
615,08/26/2003,142.24,142.43,142.43,142.24,0.23K,-0.01%
616,08/27/2003,142.68,142.82,142.82,142.68,0.12K,0.31%
617,08/28/2003,142.10,142.32,142.32,142.10,0.07K,-0.41%
618,08/29/2003,142.71,142.11,142.71,142.11,0.24K,0.43%
619,09/03/2003,142.11,142.51,142.51,142.11,0.14K,-0.42%
620,09/04/2003,142.05,142.25,142.25,142.05,0.06K,-0.04%
621,09/05/2003,141.80,141.96,141.96,141.80,0.08K,-0.18%
622,09/08/2003,141.51,141.80,141.80,141.51,0.07K,-0.20%
623,09/09/2003,141.73,141.44,141.73,141.44,0.07K,0.16%
624,09/10/2003,141.50,141.61,141.61,141.50,0.11K,-0.16%
625,09/11/2003,141.40,141.40,141.40,141.40,0.05K,-0.07%
626,09/12/2003,140.91,140.53,140.91,140.53,0.05K,-0.35%
627,09/15/2003,140.18,140.62,140.62,140.18,0.30K,-0.52%
628,09/16/2003,140.06,140.00,140.06,140.00,0.20K,-0.09%
629,09/17/2003,140.33,139.95,140.33,139.95,0.24K,0.19%
630,09/18/2003,140.26,140.27,140.27,140.26,0.02K,-0.05%
631,09/19/2003,139.89,140.14,140.14,139.89,0.15K,-0.26%
632,09/22/2003,139.97,139.85,139.97,139.85,0.39K,0.06%
633,09/23/2003,140.00,139.86,140.00,139.86,0.05K,0.02%
634,09/24/2003,139.88,140.19,140.19,139.88,0.07K,-0.09%
635,09/25/2003,141.54,141.80,141.80,141.54,0.08K,1.19%
636,09/26/2003,139.93,141.25,141.25,139.93,0.08K,-1.14%
637,09/29/2003,139.27,140.07,140.07,139.27,0.04K,-0.47%
638,09/30/2003,139.32,139.22,139.32,139.22,0.58K,0.04%
639,10/01/2003,139.19,139.31,139.31,139.19,0.05K,-0.09%
640,10/02/2003,138.92,139.06,139.06,138.92,0.05K,-0.19%
641,10/03/2003,138.63,138.94,138.94,138.63,0.75K,-0.21%
642,10/06/2003,138.50,137.61,138.50,137.61,0.61K,-0.09%
643,10/07/2003,138.22,137.52,138.22,137.52,0.05K,-0.20%
644,10/08/2003,137.25,136.71,137.25,136.71,0.03K,-0.70%
645,10/09/2003,136.95,137.32,137.32,136.95,0.05K,-0.22%
646,10/10/2003,136.57,136.72,136.72,136.57,1.09K,-0.28%
647,10/13/2003,136.12,136.52,136.52,136.12,0.75K,-0.33%
648,10/14/2003,135.61,135.94,135.94,135.61,0.43K,-0.37%
649,10/15/2003,135.49,135.73,135.73,135.49,0.09K,-0.09%
650,10/16/2003,134.82,135.41,135.41,134.82,0.39K,-0.49%
651,10/17/2003,134.46,134.14,134.46,134.14,0.05K,-0.27%
652,10/20/2003,134.09,134.20,134.20,134.09,0.76K,-0.28%
653,10/21/2003,133.69,134.06,134.06,133.69,0.06K,-0.30%
654,10/22/2003,132.72,133.15,133.15,132.72,0.16K,-0.73%
655,10/23/2003,131.17,132.45,132.45,131.17,0.27K,-1.17%
656,10/24/2003,130.90,130.91,130.91,130.90,0.10K,-0.21%
657,10/27/2003,131.44,131.14,131.44,131.14,0.71K,0.41%
658,10/28/2003,132.44,131.44,132.44,131.44,0.57K,0.76%
659,10/29/2003,133.22,133.27,133.27,133.22,0.03K,0.59%
660,10/30/2003,134.10,133.97,134.10,133.97,0.08K,0.66%
661,10/31/2003,136.21,135.00,136.21,135.00,0.08K,1.57%
662,11/03/2003,135.78,136.64,136.64,135.78,0.11K,-0.32%
663,11/04/2003,135.70,135.97,135.97,135.70,0.17K,-0.06%
664,11/05/2003,135.97,135.50,135.97,135.50,0.04K,0.20%
665,11/06/2003,136.73,136.12,136.73,136.12,0.05K,0.56%
666,11/07/2003,137.33,136.63,137.33,136.63,0.10K,0.44%
667,11/10/2003,138.19,137.50,138.19,137.50,0.11K,0.63%
668,11/11/2003,140.19,138.71,140.19,138.71,0.09K,1.45%
669,11/12/2003,143.79,141.36,143.79,141.36,0.65K,2.57%
670,11/13/2003,149.59,147.88,149.59,147.88,0.24K,4.03%
671,11/14/2003,155.73,156.03,156.03,155.73,0.73K,4.10%
672,11/17/2003,154.67,158.17,158.17,154.67,0.87K,-0.68%
673,11/18/2003,150.09,148.76,150.09,148.76,2.02K,-2.96%
674,11/19/2003,152.06,148.54,152.06,148.54,0.20K,1.31%
675,11/20/2003,155.31,153.35,155.31,153.35,0.27K,2.14%
676,11/21/2003,159.98,158.02,159.98,158.02,0.36K,3.01%
677,11/24/2003,163.31,163.09,163.31,163.09,0.51K,2.08%
678,11/25/2003,165.40,166.04,166.04,165.40,0.74K,1.28%
679,11/26/2003,161.61,163.55,163.55,161.61,0.36K,-2.29%
680,11/27/2003,162.92,161.68,162.92,161.68,0.26K,0.81%
681,11/28/2003,163.87,164.50,164.50,163.87,0.24K,0.58%
682,12/01/2003,164.86,164.75,164.86,164.75,0.74K,0.60%
683,12/02/2003,164.49,164.66,164.66,164.49,0.27K,-0.22%
684,12/03/2003,164.06,164.21,164.21,164.06,0.23K,-0.26%
685,12/04/2003,163.60,164.11,164.11,163.60,0.94K,-0.28%
686,12/05/2003,162.47,163.69,163.69,162.47,0.74K,-0.69%
687,12/08/2003,161.01,161.63,161.63,161.01,0.71K,-0.90%
688,12/09/2003,161.85,161.14,161.85,161.14,1.75K,0.52%
689,12/10/2003,161.74,162.14,162.14,161.74,0.14K,-0.07%
690,12/11/2003,161.84,161.75,161.84,161.75,0.16K,0.06%
691,12/12/2003,162.14,161.71,162.14,161.71,0.35K,0.19%
692,12/15/2003,163.61,162.74,163.61,162.74,0.23K,0.91%
693,12/16/2003,166.14,165.67,166.14,165.67,0.32K,1.55%
694,12/17/2003,168.74,169.72,169.72,168.74,0.51K,1.56%
695,12/18/2003,168.69,170.36,170.36,168.69,0.25K,-0.03%
696,12/19/2003,167.93,167.69,167.93,167.69,2.72K,-0.45%
697,12/22/2003,167.11,168.50,168.50,167.11,1.56K,-0.49%
698,12/23/2003,166.47,166.55,166.55,166.47,0.43K,-0.38%
699,12/24/2003,166.42,166.78,166.78,166.42,0.41K,-0.03%
700,12/25/2003,166.48,166.57,166.57,166.48,0.63K,0.04%
701,12/26/2003,166.03,166.50,166.50,166.03,0.09K,-0.27%
702,12/29/2003,165.57,165.98,165.98,165.57,0.14K,-0.28%
703,12/30/2003,166.06,165.82,166.06,165.82,0.34K,0.30%
704,12/31/2003,166.94,166.32,166.94,166.32,0.38K,0.53%
705,01/05/2004,169.16,167.69,169.16,167.69,0.24K,1.33%
706,01/06/2004,170.26,170.78,170.78,170.26,0.28K,0.65%
707,01/07/2004,171.17,170.84,171.17,170.84,0.17K,0.53%
708,01/08/2004,171.60,171.79,171.79,171.60,0.47K,0.25%
709,01/09/2004,173.27,171.44,173.27,171.44,0.46K,0.97%
710,01/12/2004,174.13,173.46,174.13,173.46,0.18K,0.50%
711,01/13/2004,175.17,174.65,175.17,174.65,0.28K,0.60%
712,01/14/2004,176.35,178.72,178.72,176.35,0.56K,0.67%
713,01/15/2004,177.59,176.16,177.59,176.16,1.33K,0.70%
714,01/16/2004,183.18,180.23,183.18,180.23,1.08K,3.15%
715,01/27/2004,191.87,190.88,191.87,190.88,1.01K,4.74%
716,01/28/2004,200.80,200.73,200.80,200.73,0.18K,4.65%
717,01/29/2004,210.46,210.46,210.46,210.46,0.57K,4.81%
718,01/30/2004,214.32,217.70,217.70,214.32,4.19K,1.83%
719,02/02/2004,207.14,213.26,213.26,207.14,0.74K,-3.35%
720,02/03/2004,199.56,200.69,200.69,199.56,0.86K,-3.66%
721,02/04/2004,208.26,200.03,208.26,200.03,0.68K,4.36%
722,02/05/2004,215.33,217.85,217.85,215.33,1.23K,3.39%
723,02/06/2004,213.42,215.35,215.35,213.42,0.51K,-0.89%
724,02/09/2004,212.55,212.70,212.70,212.55,1.31K,-0.41%
725,02/10/2004,213.00,212.49,213.00,212.49,0.57K,0.21%
726,02/11/2004,212.81,212.77,212.81,212.77,0.50K,-0.09%
727,02/12/2004,213.76,212.99,213.76,212.99,0.59K,0.45%
728,02/13/2004,217.10,215.85,217.10,215.85,1.50K,1.56%
729,02/16/2004,218.22,219.54,219.54,218.22,0.52K,0.52%
730,02/17/2004,219.06,214.20,219.06,214.20,1.22K,0.38%
731,02/18/2004,221.99,220.31,221.99,220.31,0.72K,1.34%
732,02/19/2004,227.67,225.56,227.67,225.56,1.14K,2.56%
733,02/20/2004,235.30,233.83,235.30,233.83,2.17K,3.35%
734,02/23/2004,246.35,244.35,246.35,244.35,3.12K,4.70%
735,02/24/2004,255.00,256.37,256.37,255.00,2.29K,3.51%
736,02/25/2004,255.11,262.04,262.04,255.11,1.99K,0.04%
737,02/26/2004,250.64,252.53,252.53,250.64,1.93K,-1.75%
738,02/27/2004,260.60,250.17,260.60,250.17,1.44K,3.97%
739,03/01/2004,271.45,271.44,271.45,271.44,1.27K,4.16%
740,03/02/2004,273.43,275.84,275.84,273.43,2.26K,0.73%
741,03/03/2004,269.86,269.78,269.86,269.78,1.05K,-1.31%
742,03/04/2004,265.03,268.24,268.24,265.03,0.99K,-1.79%
743,03/05/2004,267.53,264.18,267.53,264.18,0.96K,0.94%
744,03/08/2004,264.81,266.21,266.21,264.81,0.57K,-1.02%
745,03/09/2004,256.32,259.29,259.29,256.32,0.78K,-3.21%
746,03/10/2004,255.47,247.79,255.47,247.79,1.52K,-0.33%
747,03/11/2004,261.22,258.62,261.22,258.62,1.35K,2.25%
748,03/12/2004,262.88,263.13,263.13,262.88,0.58K,0.64%
749,03/15/2004,264.51,262.42,264.51,262.42,1.06K,0.62%
750,03/16/2004,263.10,263.58,263.58,263.10,1.44K,-0.53%
751,03/17/2004,260.71,264.02,264.02,260.71,0.54K,-0.91%
752,03/18/2004,261.54,258.79,261.54,258.79,2.08K,0.32%
753,03/19/2004,261.91,261.79,261.91,261.79,0.46K,0.14%
754,03/22/2004,261.47,263.31,263.31,261.47,0.67K,-0.17%
755,03/23/2004,257.41,259.22,259.22,257.41,1.20K,-1.55%
756,03/24/2004,257.33,255.80,257.33,255.80,1.09K,-0.03%
757,03/25/2004,264.91,259.23,264.91,259.23,0.93K,2.95%
758,03/26/2004,272.30,269.61,272.30,269.61,1.18K,2.79%
759,03/29/2004,275.66,278.25,278.25,275.66,1.32K,1.23%
760,03/30/2004,273.28,274.42,274.42,273.28,0.75K,-0.86%
761,03/31/2004,277.44,272.92,277.44,272.92,0.80K,1.52%
762,04/01/2004,279.71,280.53,280.53,279.71,0.91K,0.82%
763,04/02/2004,272.89,274.66,274.66,272.89,0.29K,-2.44%
764,04/05/2004,270.69,270.63,270.69,270.63,0.51K,-0.81%
765,04/06/2004,271.30,271.43,271.43,271.30,1.13K,0.23%
766,04/07/2004,269.47,272.03,272.03,269.47,0.56K,-0.67%
767,04/08/2004,262.47,267.26,267.26,262.47,1.16K,-2.60%
768,04/09/2004,259.65,263.40,263.40,259.65,0.40K,-1.07%
769,04/12/2004,254.41,258.52,258.52,254.41,0.52K,-2.02%
770,04/13/2004,250.52,251.84,251.84,250.52,2.50K,-1.53%
771,04/14/2004,251.24,250.45,251.24,250.45,0.40K,0.29%
772,04/15/2004,256.05,253.47,256.05,253.47,0.35K,1.91%
773,04/16/2004,259.43,259.67,259.67,259.43,1.31K,1.32%
774,04/19/2004,255.38,258.62,258.62,255.38,0.86K,-1.56%
775,04/20/2004,254.82,252.78,254.82,252.78,1.27K,-0.22%
776,04/21/2004,256.40,257.85,257.85,256.40,0.29K,0.62%
777,04/22/2004,258.39,258.89,258.89,258.39,0.29K,0.78%
778,04/23/2004,259.76,258.85,259.76,258.85,1.49K,0.53%
779,04/26/2004,260.53,259.75,260.53,259.75,2.33K,0.30%
780,04/27/2004,261.13,261.39,261.39,261.13,0.23K,0.23%
781,04/28/2004,262.21,261.80,262.21,261.80,0.18K,0.41%
782,04/29/2004,264.43,263.70,264.43,263.70,3.61K,0.85%
783,05/04/2004,265.60,265.03,265.60,265.03,0.60K,0.44%
784,05/05/2004,264.13,265.52,265.52,264.13,0.19K,-0.55%
